PriceGroup,WidthInches,HeightInches,Price
12,24,66,162.12
12,30,66,183.96
12,36,66,213.78
12,42,66,243.60
12,48,66,271.74
12,54,66,303.24
12,60,66,332.22
12,66,66,365.40
12,72,66,396.48
12,84,66,458.22
12,96,66,522.06
12,24,72,173.04
12,30,72,199.08
12,36,72,232.26
12,42,72,264.18
12,48,72,294.42
12,54,72,330.12
12,60,72,362.46
12,66,72,398.16
12,72,72,430.92
12,84,72,499.38
12,96,72,570.36
12,24,78,183.12
12,30,78,210.42
12,36,78,245.28
12,42,78,280.14
12,48,78,315.00
12,54,78,351.54
12,60,78,385.98
12,66,78,423.78
12,72,78,458.22
12,84,78,532.56
12,96,78,606.48
12,24,84,191.94
12,30,84,220.92
12,36,84,259.14
12,42,84,296.94
12,48,84,331.80
12,54,84,371.28
12,60,84,407.82
12,66,84,448.98
12,72,84,486.36
12,84,84,564.90
12,96,84,643.86
12,24,90,202.86
12,30,90,236.04
12,36,90,276.36
12,42,90,315.00
12,48,90,354.48
12,54,90,396.48
12,60,90,435.12
12,66,90,478.80
12,72,90,519.96
12,84,90,605.22
12,96,90,687.96
12,24,96,210.00
12,30,96,246.54
12,36,96,288.96
12,42,96,331.38
12,48,96,372.12
12,54,96,416.22
12,60,96,457.38
12,66,96,504.00
12,72,96,547.68
12,84,96,635.46
12,96,96,725.76
